百视通8M,#genre#
山东卫视1080P,http://120.237.49.152:8601/udp/239.10.0.182:1025
江苏卫视1080P,http://120.237.49.152:8601/udp/239.10.0.180:1025
江西卫视1080P,http://120.237.49.152:8601/udp/239.10.0.80:1025
河北卫视1080P,http://120.237.49.152:8601/udp/239.10.0.79:1025
河南卫视1080P,http://120.237.49.152:8601/udp/239.11.0.94:1025
深圳卫视1080P,http://120.237.49.152:8601/udp/239.10.0.132:1025
湖北卫视1080P,http://120.237.49.152:8601/udp/239.10.0.134:1025
湖南卫视1080P,http://120.237.49.152:8601/udp/239.10.0.115:1025
贵州卫视1080P,http://120.237.49.152:8601/udp/239.10.0.222:1025
辽宁卫视1080P,http://120.237.49.152:8601/udp/239.10.0.185:1025
重庆卫视1080P,http://120.237.49.152:8601/udp/239.10.0.205:1025
黑龙江卫视1080P,http://120.237.49.152:8601/udp/239.10.0.133:1025
教育卫视1080P,http://120.237.49.152:8601/udp/239.10.0.223:1025
云南卫视1080P,http://120.237.49.152:8601/udp/239.11.0.171:1025
海南卫视1080P,http://120.237.49.152:8601/udp/239.11.0.172:1025
广东卫视FHD,http://120.237.49.152:8601/udp/239.10.0.45:1025
广东卫视1080P,http://120.237.49.152:8601/udp/239.10.0.111:1025
广东珠江FHD,http://120.237.49.152:8601/udp/239.10.0.63:1025
广东科教FHD,http://120.237.49.152:8601/udp/239.10.0.46:1025
广东体育FHD,http://120.237.49.152:8601/udp/239.10.0.47:1025
广东综艺-4K,http://120.237.49.152:8601/udp/239.10.0.75:1025
南国都市-4K,http://120.237.49.152:8601/udp/239.11.0.170:1025
大湾区卫视1080P,http://120.237.49.152:8601/udp/239.11.0.78:1025
广东科教1080P,http://120.237.49.152:8601/udp/239.10.0.112:1025
广东珠江1080P,http://120.237.49.152:8601/udp/239.10.0.62:1025
广东新闻1080P,http://120.237.49.152:8601/udp/239.10.0.199:1025
广东影视1080P,http://120.237.49.152:8601/udp/239.11.0.79:1025
广东少儿1080P,http://120.237.49.152:8601/udp/239.11.0.81:1025
广东公共1080P,http://120.237.49.152:8601/udp/239.11.0.80:1025
广东体育1080P,http://120.237.49.152:8601/udp/239.10.0.113:1025
广州综合1080P,http://120.237.49.152:8601/udp/239.11.0.138:1025
广州新闻1080P,http://120.237.49.152:8601/udp/239.11.0.139:1025
广州影视1080P,http://120.237.49.152:8601/udp/239.11.0.140:1025
广州法治1080P,http://120.237.49.152:8601/udp/239.11.0.141:1025
广州竞赛1080P,http://120.237.49.152:8601/udp/239.11.0.142:1025
佛山综合1080P,http://120.237.49.152:8601/udp/239.11.0.118:1025
佛山公共1080P,http://120.237.49.152:8601/udp/239.11.0.114:1025
佛山影视1080P,http://120.237.49.152:8601/udp/239.11.0.117:1025
佛山南海1080P,http://120.237.49.152:8601/udp/239.11.0.115:1025
佛山顺德1080P,http://120.237.49.152:8601/udp/239.11.0.116:1025
中山综合1080P,http://120.237.49.152:8601/udp/239.11.0.122:1025
中山公共1080P,http://120.237.49.152:8601/udp/239.11.0.123:1025
中山教育1080P,http://120.237.49.152:8601/udp/239.11.0.124:1025
云浮综合1080P,http://120.237.49.152:8601/udp/239.11.0.96:1025
云浮公共1080P,http://120.237.49.152:8601/udp/239.11.0.97:1025
清远公共1080P,http://120.237.49.152:8601/udp/239.11.0.75:1025
清远综合1080P,http://120.237.49.152:8601/udp/239.11.0.74:1025
湛江公共1080P,http://120.237.49.152:8601/udp/239.10.0.254:1025
湛江综合1080P,http://120.237.49.152:8601/udp/239.10.0.253:1025
珠海一套1080P,http://120.237.49.152:8601/udp/239.10.0.242:1025
珠海二套1080P,http://120.237.49.152:8601/udp/239.10.0.65:1025
肇庆公共1080P,http://120.237.49.152:8601/udp/239.11.0.54:1025
肇庆综合1080P,http://120.237.49.152:8601/udp/239.11.0.53:1025
茂名公共1080P,http://120.237.49.152:8601/udp/239.11.0.99:1025
茂名综合1080P,http://120.237.49.152:8601/udp/239.10.0.238:1025
韶关公共1080P,http://120.237.49.152:8601/udp/239.11.0.85:1025
韶关综合1080P,http://120.237.49.152:8601/udp/239.11.0.84:1025
江门公共1080P,http://120.237.49.152:8601/udp/239.10.0.139:1025
江门教育1080P,http://120.237.49.152:8601/udp/239.10.0.152:1025
江门综合1080P,http://120.237.49.152:8601/udp/239.10.0.219:1025
CGTN英语1080P,http://120.237.49.152:8601/udp/239.11.0.103:1025
CGTN纪录1080P,http://120.237.49.152:8601/udp/239.11.0.104:1025
CGTN牙语1080P,http://120.237.49.152:8601/udp/239.11.0.105:1025
CGTN法语1080P,http://120.237.49.152:8601/udp/239.11.0.106:1025
CGTN阿语1080P,http://120.237.49.152:8601/udp/239.11.0.107:1025
CGTN俄语1080P,http://120.237.49.152:8601/udp/239.11.0.108:1025
CHC高清电影1080P,http://120.237.49.152:8601/udp/239.11.0.129:1025
CBN每日影院1080P,http://120.237.49.152:8601/udp/239.11.0.163:1025
CBN风尚生活1080P,http://120.237.49.152:8601/udp/239.11.0.164:1025
CBN幸福剧场1080P,http://120.237.49.152:8601/udp/239.11.0.165:1025
CBN幸福娱乐1080P,http://120.237.49.152:8601/udp/239.11.0.166:1025
上海纪实1080P,http://120.237.49.152:8601/udp/239.10.0.78:1025
北京纪实1080P,http://120.237.49.152:8601/udp/239.10.0.184:1025
金鹰纪实1080P,http://120.237.49.152:8601/udp/239.10.0.206:1025
求索生活1080P,http://120.237.49.152:8601/udp/239.10.0.86:1025
求索记录1080P,http://120.237.49.152:8601/udp/239.11.0.128:1025
嘉佳卡通1080P,http://120.237.49.152:8601/udp/239.10.0.200:1025
金鹰卡通1080P,http://120.237.49.152:8601/udp/239.11.0.125:1025
早期教育1080P,http://120.237.49.152:8601/udp/239.11.0.100:1025
中国交通1080P,http://120.237.49.152:8601/udp/239.10.0.72:1025
快乐垂钓1080P,http://120.237.49.152:8601/udp/239.11.0.131:1025
茶频道1080P,http://120.237.49.152:8601/udp/239.11.0.130:1025
广州云课堂1080P,http://120.237.49.152:8601/udp/239.11.0.150:1025
粤IPTV导视1080P,http://120.237.49.152:8601/udp/239.11.0.163:1025
江苏电信组播,#genre#
CCTV-1高清,http://walkershb.synology.me:8887/udp/239.49.8.129:6000
CCTV-2高清,http://walkershb.synology.me:8887/udp/239.49.8.130:6000
CCTV-3高清,http://walkershb.synology.me:8887/udp/239.49.9.31:6000
CCTV-4高清,http://walkershb.synology.me:8887/udp/239.49.8.131:6000
CCTV-5高清,http://walkershb.synology.me:8887/udp/239.49.9.32:6000
CCTV5+高清,http://walkershb.synology.me:8887/udp/239.49.8.137:6000
CCTV-6高清,http://walkershb.synology.me:8887/udp/239.49.9.33:6000
CCTV-7,http://walkershb.synology.me:8887/udp/239.49.1.254:6000
CCTV-8高清,http://walkershb.synology.me:8887/udp/239.49.9.34:6000
CCTV-9高清,http://walkershb.synology.me:8887/udp/239.49.8.133:6000
CCTV10高清,http://walkershb.synology.me:8887/udp/239.49.8.134:6000
CCTV11,http://walkershb.synology.me:8887/udp/239.49.1.11:6000
CCTV12高清,http://walkershb.synology.me:8887/udp/239.49.8.135:6000
CCTV13高清,http://walkershb.synology.me:8887/udp/239.49.9.43:6000
CCTV14高清,http://walkershb.synology.me:8887/udp/239.49.8.136:6000
CCTV15,http://walkershb.synology.me:8887/udp/239.49.1.15:6000
CCTV16HD,http://walkershb.synology.me:8887/udp/239.49.9.58:6000
CCTV16HD,http://walkershb.synology.me:8887/udp/239.49.9.60:6000
CCTV16-4K,http://walkershb.synology.me:8887/udp/239.49.9.59:6000
CCTV17高清,http://walkershb.synology.me:8887/udp/239.49.8.132:6000
欢笑剧场4K,http://walkershb.synology.me:8887/udp/239.49.8.231:6000
江苏卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.138:6000
浙江卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.139:6000
东方卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.140:6000
北京卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.141:6000
湖南卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.142:6000
广东卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.143:6000
黑龙江卫视清,http://walkershb.synology.me:8887/udp/239.49.8.144:6000
深圳卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.145:6000
山东卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.146:6000
湖北卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.147:6000
天津卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.148:6000
重庆卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.149:6000
辽宁卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.173:6000
河南卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.197:6000
安徽卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.204:6000
广西卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.209:6000
海南卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.212:6000
贵州卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.174:6000
四川卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.184:6000
江西卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.185:6000
东南卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.186:6000
吉林卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.187:6000
河北卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.188:6000
云南卫视高清,http://walkershb.synology.me:8887/udp/239.49.8.227:6000
山西卫视,http://walkershb.synology.me:8887/udp/239.49.1.51:6000
贵州卫视,http://walkershb.synology.me:8887/udp/239.49.1.52:6000
青海卫视,http://walkershb.synology.me:8887/udp/239.49.1.31:6000
宁夏卫视,http://walkershb.synology.me:8887/udp/239.49.1.237:6000
甘肃卫视,http://walkershb.synology.me:8887/udp/239.49.1.238:6000
新疆卫视,http://walkershb.synology.me:8887/udp/239.49.1.239:6000
内蒙古卫视,http://walkershb.synology.me:8887/udp/239.49.1.240:6000
陕西卫视,http://walkershb.synology.me:8887/udp/239.49.1.248:6000
南方卫视,http://walkershb.synology.me:8887/udp/239.49.1.249:6000
冬奥纪实高清,http://walkershb.synology.me:8887/udp/239.49.8.202:6000
金鹰纪实高清,http://walkershb.synology.me:8887/udp/239.49.8.203:6000
4K花园高清,http://walkershb.synology.me:8887/udp/239.49.8.205:6000
电视指南高清,http://walkershb.synology.me:8887/udp/239.49.9.5:6000
风云足球高清,http://walkershb.synology.me:8887/udp/239.49.9.6:6000
高尔夫球高清,http://walkershb.synology.me:8887/udp/239.49.9.7:6000
世界地理高清,http://walkershb.synology.me:8887/udp/239.49.9.8:6000
兵器科技高清,http://walkershb.synology.me:8887/udp/239.49.9.9:6000
风云剧场高清,http://walkershb.synology.me:8887/udp/239.49.9.10:6000
文化精品高清,http://walkershb.synology.me:8887/udp/239.49.9.11:6000
怀旧剧场高清,http://walkershb.synology.me:8887/udp/239.49.9.12:6000
风云音乐高清,http://walkershb.synology.me:8887/udp/239.49.9.13:6000
女性时尚高清,http://walkershb.synology.me:8887/udp/239.49.9.14:6000
第一剧场高清,http://walkershb.synology.me:8887/udp/239.49.9.15:6000
盱眙新闻高清,http://walkershb.synology.me:8887/udp/239.49.9.18:6000
沛县新闻高清,http://walkershb.synology.me:8887/udp/239.49.9.19:6000
央视台球高清,http://walkershb.synology.me:8887/udp/239.49.9.22:6000
金鹰卡通高清,http://walkershb.synology.me:8887/udp/239.49.9.23:6000
江苏城市高清,http://walkershb.synology.me:8887/udp/239.49.9.35:6000
江苏综艺高清,http://walkershb.synology.me:8887/udp/239.49.9.36:6000
江苏体育高清,http://walkershb.synology.me:8887/udp/239.49.9.37:6000
江苏影视高清,http://walkershb.synology.me:8887/udp/239.49.9.38:6000
江苏卡通高清,http://walkershb.synology.me:8887/udp/239.49.9.39:6000
江苏新闻高清,http://walkershb.synology.me:8887/udp/239.49.9.40:6000
好享购物高清,http://walkershb.synology.me:8887/udp/239.49.9.41:6000
江苏教育高清,http://walkershb.synology.me:8887/udp/239.49.9.42:6000
泰州经济高清,http://walkershb.synology.me:8887/udp/239.49.1.100:6000
泰州影视高清,http://walkershb.synology.me:8887/udp/239.49.1.101:6000
快乐垂钓高清,http://walkershb.synology.me:8887/udp/239.49.1.225:6000
湘茶频道高清,http://walkershb.synology.me:8887/udp/239.49.1.234:6000
江苏导视高清,http://walkershb.synology.me:8887/udp/239.49.8.150:6000
电竞直播高清,http://walkershb.synology.me:8887/udp/239.49.8.151:6000
水韵江苏高清,http://walkershb.synology.me:8887/udp/239.49.8.155:6000
生活时尚高清,http://walkershb.synology.me:8887/udp/239.49.8.175:6000
游戏风云高清,http://walkershb.synology.me:8887/udp/239.49.8.176:6000
幸福彩台高清,http://walkershb.synology.me:8887/udp/239.49.8.177:6000
动漫秀场高清,http://walkershb.synology.me:8887/udp/239.49.8.178:6000
全纪实台高清,http://walkershb.synology.me:8887/udp/239.49.8.179:6000
都市剧场高清,http://walkershb.synology.me:8887/udp/239.49.8.180:6000
魅力足球高清,http://walkershb.synology.me:8887/udp/239.49.8.181:6000
欢笑剧场高清,http://walkershb.synology.me:8887/udp/239.49.8.182:6000
中国教育高清,http://walkershb.synology.me:8887/udp/239.49.8.189:6000
暴走汽车高清,http://walkershb.synology.me:8887/udp/239.49.8.206:6000
4K现场高清,http://walkershb.synology.me:8887/udp/239.49.8.222:6000
南京新闻,http://walkershb.synology.me:8887/udp/239.49.9.3:6000
南京十八,http://walkershb.synology.me:8887/udp/239.49.9.4:6000
泰州新闻,http://walkershb.synology.me:8887/udp/239.49.9.20:6000
河南梨园,http://walkershb.synology.me:8887/udp/239.49.9.21:6000
徐州新闻,http://walkershb.synology.me:8887/udp/239.49.9.45:6000
淮安综合,http://walkershb.synology.me:8887/udp/239.49.9.46:6000
泗洪综合,http://walkershb.synology.me:8887/udp/239.49.9.47:6000
东海新闻,http://walkershb.synology.me:8887/udp/239.49.9.48:6000
南京科教,http://walkershb.synology.me:8887/udp/239.49.1.27:6000
南京生活,http://walkershb.synology.me:8887/udp/239.49.1.28:6000
江西电信组播,#genre#
CCTV1,http://gzly.hkychina.com:6002/rtp/239.252.219.200:5140
CCTV2,http://gzly.hkychina.com:6002/rtp/239.252.220.183:5140
CCTV3,http://gzly.hkychina.com:6002/rtp/239.252.219.252:5140
CCTV3,http://gzly.hkychina.com:6002/rtp/239.252.220.193:5140$江西广电
CCTV4,http://gzly.hkychina.com:6002/rtp/239.252.220.184:5140
CCTV4欧洲,http://gzly.hkychina.com:6002/rtp/239.252.219.192:5140
CCTV4美洲,http://gzly.hkychina.com:6002/rtp/239.252.219.193:5140
CCTV5,http://gzly.hkychina.com:6002/rtp/239.252.219.236:5140
CCTV5,http://gzly.hkychina.com:6002/rtp/239.252.219.198:5140$江西广电
CCTV6,http://gzly.hkychina.com:6002/rtp/239.252.219.237:5140
CCTV6,http://gzly.hkychina.com:6002/rtp/239.252.220.195:5140$江西广电
CCTV7,http://gzly.hkychina.com:6002/rtp/239.252.220.185:5140
CCTV8,http://gzly.hkychina.com:6002/rtp/239.252.219.253:5140
CCTV8,http://gzly.hkychina.com:6002/rtp/239.252.220.196:5140$江西广电
CCTV9,http://gzly.hkychina.com:6002/rtp/239.252.220.186:5140
CCTV10,http://gzly.hkychina.com:6002/rtp/239.252.220.91:5140
CCTV11,http://gzly.hkychina.com:6002/rtp/239.252.219.16:5140
CCTV12,http://gzly.hkychina.com:6002/rtp/239.252.220.187:5140
CCTV新闻,http://gzly.hkychina.com:6002/rtp/239.252.219.18:5140
CCTV少儿,http://gzly.hkychina.com:6002/rtp/239.252.220.92:5140
CCTV音乐,http://gzly.hkychina.com:6002/rtp/239.252.219.20:5140
CCTV17,http://gzly.hkychina.com:6002/rtp/239.252.220.192:5140
CGTN,http://gzly.hkychina.com:6002/rtp/239.252.220.150:5140
CGTV英语,http://gzly.hkychina.com:6002/rtp/239.252.219.194:5140
CGTN英文纪录,http://gzly.hkychina.com:6002/rtp/239.252.219.195:5140
CGTN西班牙语,http://gzly.hkychina.com:6002/rtp/239.252.219.196:5140
CGTN法语,http://gzly.hkychina.com:6002/rtp/239.252.219.65:5140
CGTN阿拉伯语,http://gzly.hkychina.com:6002/rtp/239.252.219.66:5140
CGTN俄语,http://gzly.hkychina.com:6002/rtp/239.252.219.67:5140
湖南卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.201:5140
浙江卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.210:5140
江苏卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.214:5140
东方卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.229:5140
北京卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.206:5140
广东卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.213:5140
黑龙江卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.211:5140
湖北卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.208:5140
天津卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.61:5140
安徽卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.83:5140
辽宁卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.62:5140
山东卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.228:5140
深圳卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.212:5140
东南卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.82:5140
云南卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.185:5140
吉林卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.188:5140
西藏卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.106:5140
广西卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.183:5140
宁夏卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.104:5140
河南卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.189:5140
重庆卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.94:5140
甘肃卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.110:5140
海南卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.178:5140
四川卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.93:5140
山西卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.27:5140
贵州卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.190:5140
青海卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.46:5140
陕西卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.105:5140
内蒙古卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.48:5140
新疆卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.100:5140
兵团卫视,http://gzly.hkychina.com:6002/rtp/239.252.219.107:5140
河北卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.154:5140
江西卫视,http://gzly.hkychina.com:6002/rtp/239.252.220.63:5140
江西都市频道,http://gzly.hkychina.com:6002/rtp/239.252.220.109:5140
江西经济生活频道,http://gzly.hkychina.com:6002/rtp/239.252.219.173:5140
江西影视旅游,http://gzly.hkychina.com:6002/rtp/239.252.220.101:5140
江西公共农业,http://gzly.hkychina.com:6002/rtp/239.252.220.102:5140
江西少儿频道,http://gzly.hkychina.com:6002/rtp/239.252.220.111:5140
江西新闻频道,http://gzly.hkychina.com:6002/rtp/239.252.220.100:5140
江西教育频道,http://gzly.hkychina.com:6002/rtp/239.252.219.115:5140
江西少儿频道,http://gzly.hkychina.com:6002/rtp/239.252.219.113:5140
4K影视,http://gzly.hkychina.com:6002/rtp/239.252.220.131:5140
风尚购物,http://gzly.hkychina.com:6002/rtp/239.252.220.151:5140
陶瓷,http://gzly.hkychina.com:6002/rtp/239.252.219.125:5140
金鹰纪实,http://gzly.hkychina.com:6002/rtp/239.252.220.155:5140
先锋乒羽,http://gzly.hkychina.com:6002/rtp/239.252.219.184:5140
中国教育1,http://gzly.hkychina.com:6002/rtp/239.252.220.198:5140
炫动卡通,http://gzly.hkychina.com:6002/rtp/239.252.219.43:5140
金鹰卡通,http://gzly.hkychina.com:6002/rtp/239.252.219.44:5140
卡酷卡通,http://gzly.hkychina.com:6002/rtp/239.252.219.109:5140
嘉佳卡通,http://gzly.hkychina.com:6002/rtp/239.252.219.92:5140
宝宝动画,http://gzly.hkychina.com:6002/rtp/239.252.220.121:5140
欢笑剧场,http://gzly.hkychina.com:6002/rtp/239.252.219.224:5140
都市剧场,http://gzly.hkychina.com:6002/rtp/239.252.219.225:5140
热门剧场,http://gzly.hkychina.com:6002/rtp/239.252.220.124:5140
中国教育4频道,http://gzly.hkychina.com:6002/rtp/239.252.219.169:5140
谍战剧场,http://gzly.hkychina.com:6002/rtp/239.252.220.125:5140
央广购物,http://gzly.hkychina.com:6002/rtp/239.252.220.147:5140
家家购物,http://gzly.hkychina.com:6002/rtp/239.252.220.148:5140
优购物,http://gzly.hkychina.com:6002/rtp/239.252.219.47:5140
家有购物,http://gzly.hkychina.com:6002/rtp/239.252.219.68:5140
星光影院,http://gzly.hkychina.com:6002/rtp/239.252.220.127:5140
全球大片,http://gzly.hkychina.com:6002/rtp/239.252.220.128:5140
华语影院,http://gzly.hkychina.com:6002/rtp/239.252.220.126:5140
纪实人文,http://gzly.hkychina.com:6002/rtp/239.252.219.227:5140
全纪实,http://gzly.hkychina.com:6002/rtp/239.252.219.55:5140
法治天地,http://gzly.hkychina.com:6002/rtp/239.252.219.56:5140
生活时尚,http://gzly.hkychina.com:6002/rtp/239.252.219.54:5140
金色频道,http://gzly.hkychina.com:6002/rtp/239.252.219.63:5140
健康养生,http://gzly.hkychina.com:6002/rtp/239.252.220.129:5140
国学,http://gzly.hkychina.com:6002/rtp/239.252.220.157:5140
七彩戏剧,http://gzly.hkychina.com:6002/rtp/239.252.219.102:5140
动漫秀场,http://gzly.hkychina.com:6002/rtp/239.252.219.59:5140
游戏风云,http://gzly.hkychina.com:6002/rtp/239.252.219.60:5140
极速汽车,http://gzly.hkychina.com:6002/rtp/239.252.219.62:5140
文物宝库,http://gzly.hkychina.com:6002/rtp/239.252.220.158:5140
东方财经,http://gzly.hkychina.com:6002/rtp/239.252.219.57:5140
茶,http://gzly.hkychina.com:6002/rtp/239.252.220.160:5140
百变课堂,http://gzly.hkychina.com:6002/rtp/239.252.220.123:5140
老故事,http://gzly.hkychina.com:6002/rtp/239.252.220.172:5140
中学生,http://gzly.hkychina.com:6002/rtp/239.252.220.174:5140
快乐垂钓,http://gzly.hkychina.com:6002/rtp/239.252.220.177:5140
靓妆,http://gzly.hkychina.com:6002/rtp/239.252.220.178:5140
梨园,http://gzly.hkychina.com:6002/rtp/239.252.220.179:5140
武术世界,http://gzly.hkychina.com:6002/rtp/239.252.220.180:5140
汽摩,http://gzly.hkychina.com:6002/rtp/239.252.220.181:5140
内蒙电信组播,#genre#
CCTV1HD,http://yrh.i234.me:8888/rtp/239.29.0.113:5000
CCTV2HD,http://yrh.i234.me:8888/rtp/239.29.0.116:5000
CCTV3HD,http://yrh.i234.me:8888/rtp/239.29.1.133:5000
CCTV4HD,http://yrh.i234.me:8888/rtp/239.29.0.87:5000
CCTV4欧洲HD,http://yrh.i234.me:8888/rtp/239.29.1.144:5000
CCTV4美洲HD,http://yrh.i234.me:8888/rtp/239.29.1.142:5000
CCTV5HD,http://yrh.i234.me:8888/rtp/239.29.1.134:5000
CCTV5+HD,http://yrh.i234.me:8888/rtp/239.29.1.10:5001
CCTV6HD,http://yrh.i234.me:8888/rtp/239.29.1.135:5000
CCTV7HD,http://yrh.i234.me:8888/rtp/239.29.0.117:5000
CCTV8HD,http://yrh.i234.me:8888/rtp/239.29.0.46:5000
CCTV9HD,http://yrh.i234.me:8888/rtp/239.29.0.118:5000
CCTV10HD,http://yrh.i234.me:8888/rtp/239.29.0.119:5000
CCTV11HD,http://yrh.i234.me:8888/rtp/239.29.0.205:5000
CCTV12HD,http://yrh.i234.me:8888/rtp/239.29.0.120:5000
CCTV13HD,http://yrh.i234.me:8888/rtp/239.29.1.123:5000
CCTV14HD,http://yrh.i234.me:8888/rtp/239.29.0.121:5000
CCTV15HD,http://yrh.i234.me:8888/rtp/239.29.0.206:5000
CCTV16HD,http://yrh.i234.me:8888/rtp/239.29.1.146:5000
CCTV16 4KHD,http://yrh.i234.me:8888/rtp/239.29.1.149:5000
CCTV17HD,http://yrh.i234.me:8888/rtp/239.29.1.145:5000
CETV1HD,http://yrh.i234.me:8888/rtp/239.29.0.95:5000
CETV2,http://yrh.i234.me:8888/rtp/239.29.0.139:5000
CGTN阿拉伯语HD,http://yrh.i234.me:8888/rtp/239.29.1.138:5000
CGTN西班牙语HD,http://yrh.i234.me:8888/rtp/239.29.1.141:5000
CGTN记录国际HD,http://yrh.i234.me:8888/rtp/239.29.1.140:5000
CGTN俄罗斯语HD,http://yrh.i234.me:8888/rtp/239.29.1.137:5000
CGTN法语HD,http://yrh.i234.me:8888/rtp/239.29.1.139:5000
CGTN英语HD,http://yrh.i234.me:8888/rtp/239.29.1.143:5000
爱上4K,http://yrh.i234.me:8888/rtp/239.29.0.169:5000
欢笑剧场4K,http://yrh.i234.me:8888/rtp/239.29.1.114:5000
北京卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.108:5000
天津卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.98:5000
湖南卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.90:5000
湖北卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.107:5000
东方卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.97:5000
江苏卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.102:5000
浙江卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.96:5000
山东卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.106:5000
安徽卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.81:5000
东南卫视[768*576],http://yrh.i234.me:8888/rtp/239.29.0.103:5000
江西卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.125:5000
广东卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.123:5000
辽宁卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.109:5000
吉林卫视HD,http://yrh.i234.me:8888/rtp/239.29.1.125:5000
贵州卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.104:5000
四川卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.100:5000
深圳卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.105:5000
重庆卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.99:5000
河北卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.124:5000
海南卫视HD,http://yrh.i234.me:8888/rtp/239.29.1.126:5000
甘肃卫视HD,http://yrh.i234.me:8888/rtp/239.29.1.124:5000
黑龙江卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.91:5000
内蒙古卫视HD,http://yrh.i234.me:8888/rtp/239.29.0.2:5000
内蒙经济HD,http://yrh.i234.me:8888/rtp/239.29.0.212:5000
内蒙新闻HD,http://yrh.i234.me:8888/rtp/239.29.0.208:5000
内蒙文体娱乐HD,http://yrh.i234.me:8888/rtp/239.29.0.211:5000
内蒙农牧HD,http://yrh.i234.me:8888/rtp/239.29.0.209:5000
内蒙少儿HD,http://yrh.i234.me:8888/rtp/239.29.0.207:5000
内蒙蒙语HD,http://yrh.i234.me:8888/rtp/239.29.0.210:5000
呼市都市HD,http://yrh.i234.me:8888/rtp/239.29.0.36:5000
呼市新闻HD,http://yrh.i234.me:8888/rtp/239.29.0.35:5000
呼市影视HD,http://yrh.i234.me:8888/rtp/239.29.0.37:5000
包头经济HD,http://yrh.i234.me:8888/rtp/239.29.0.204:5000
包头生活HD,http://yrh.i234.me:8888/rtp/239.29.0.112:5000
包头新闻HD,http://yrh.i234.me:8888/rtp/239.29.0.111:5000
乌海新闻HD,http://yrh.i234.me:8888/rtp/239.29.0.11:5000
